"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2024 / 06","Brooklyn","04","4575.8","333.9","347.5","48.6",,,,"0.7","3"
"2024 / 06","Brooklyn","05","5070.8","258.2","418.0","27.2","106.6",,,,"3"
"2024 / 06","Brooklyn","06","2237.2","512.9","355.5","106.8","61.5",,,,"3"
"2024 / 06","Brooklyn","07","3487.2","361.8","349.2","58.1",,,,,"3"
"2024 / 06","Brooklyn","08","5672.6","310.8","243.2","52.7","36.0",,,"30.0","3"
"2024 / 06","Brooklyn","09","3011.2","256.4","226.6","38.3",,,,,"3"
"2024 / 06","Brooklyn","10","3779.1","397.4","412.5","38.3",,,,,"3"
"2024 / 06","Brooklyn","11","8294.1","533.2","512.5","22.4","132.2",,,"7.2","3"
"2024 / 06","Brooklyn","12","6983.7","605.1","319.3","29.4","59.3",,,,"3"
"2024 / 06","Brooklyn","13","2798.7","240.0","200.6","8.6",,,,,"3"
"2024 / 06","Brooklyn","14","4892.1","426.5","388.4","54.4","72.5",,,,"3"
"2024 / 06","Brooklyn","15","4644.2","463.4","475.4","39.1",,,,,"3"
"2024 / 06","Brooklyn","16","3128.6","140.8","167.8","12.4","27.3",,,,"3"
"2024 / 06","Brooklyn","17","4643.6","294.8","417.8","68.6",,,,,"3"
"2024 / 06","Brooklyn","18","5786.4","515.9","620.5","101.4","148.2",,,,"3"
"2024 / 06","Manhattan","01","1521.3","328.4","223.7",,,,,,"1"
"2024 / 06","Manhattan","02","2189.2","389.5","254.0",,"25.0",,,"13.0","1"
"2024 / 06","Manhattan","03","5907.1","431.1","312.0",,"37.9",,,"27.8","1"
"2024 / 06","Manhattan","04","3387.1","605.9","317.6",,,,,"15.3","1"
"2024 / 06","Manhattan","05","1707.2","238.1","145.5",,,,,,"1"
"2024 / 06","Manhattan","06","3193.5","684.7","341.8","7.3",,,,,"1"
"2024 / 06","Manhattan","07","4611.3","906.4","646.4","60.5","39.9",,,,"1"
"2024 / 06","Manhattan","08","5314.8","966.9","675.3",,,,,"12.0","1"
"2024 / 06","Manhattan","09","2294.6","258.9","235.7",,"72.9",,,"2.9","1"
"2024 / 06","Manhattan","10","5746.7","255.8","239.6",,"38.3",,,,"1"
"2024 / 06","Manhattan","11","2519.1","203.3","166.6",,,,,"15.2","1"
"2024 / 06","Manhattan","12","4802.1","412.1","429.2",,"39.2",,,,"1"
"2024 / 06","Queens","01","4173.7","625.6","590.8","84.4","178.1",,,"19.7","4"
"2024 / 06","Queens","02","4051.8","542.4","403.9","37.5","160.6",,,,"4"
"2024 / 06","Queens","03","4982.4","336.4","489.8","37.5",,,,,"4"
"2024 / 06","Queens","04","4285.8","309.1","496.1","28.9",,,,,"4"
"2024 / 06","Queens","05","4937.0","600.2","654.3","73.0","107.9",,,,"4"
"2024 / 06","Queens","06","2749.9","352.2","345.5","63.0",,,,,"4"
"2024 / 06","Queens","07","9295.9","960.6","774.7","77.6","139.9",,,,"4"
"2024 / 06","Queens","08","3795.1","412.4","376.8","65.8","5.3",,,,"4"
"2024 / 06","Queens","09","4320.0","463.6","525.6","98.7","90.7",,,,"4"
"2024 / 06","Queens","10","4021.7","358.9","543.7","31.7","55.7",,,,"4"
"2024 / 06","Queens","11","3154.6","407.6","426.3","79.5","58.1",,,,"4"
"2024 / 06","Queens","12","7377.0","488.0","945.5","289.3","84.5",,,,"4"
"2024 / 06","Queens","13","5848.3","469.5","857.8","85.5","42.2",,,,"4"
"2024 / 06","Queens","14","3990.8","300.9","258.8","68.0",,,,,"4"
"2024 / 06","Staten Island","01","5960.0","622.8","659.2",,,,,,"5"
"2024 / 06","Staten Island","02","5416.2","469.1","512.3",,"17.0",,,"1.7","5"
"2024 / 06","Staten Island","03","6228.5","669.8","663.3",,"24.0",,,,"5"
"2024 / 07","Bronx","01","3318.7","249.6","160.3",,"30.7",,,,"2"
"2024 / 07","Bronx","02","8206.0","204.3","203.8",,,,,,"2"
"2024 / 07","Bronx","03","2325.2","164.6","177.3",,"39.3",,,,"2"
"2024 / 07","Bronx","04","4265.0","253.9","340.5",,,,,,"2"
"2024 / 07","Bronx","05","3614.4","216.3","335.8",,,,,,"2"
"2024 / 07","Bronx","06","3335.2","221.2","216.3",,"24.0",,,,"2"
"2024 / 07","Bronx","07","3971.0","302.5","445.4",,"33.1",,,,"2"
"2024 / 07","Bronx","08","2473.4","296.9","360.5","38.6",,,,,"2"
"2024 / 07","Bronx","09","4228.6","232.4","379.8",,,,,,"2"
"2024 / 07","Bronx","10","2983.1","278.9","334.8",,,,,,"2"
"2024 / 07","Bronx","11","3509.7","281.8","330.7",,"36.5",,,,"2"
"2024 / 07","Bronx","12","4622.4","301.9","617.0",,,,,,"2"
"2024 / 07","Brooklyn","01","4719.7","593.6","417.7","35.6","24.3",,,,"3"
"2024 / 07","Brooklyn","02","2842.0","500.5","363.8","76.1",,,,,"3"
"2024 / 07","Brooklyn","03","4364.3","394.3","340.3","77.2",,,,"17.3","3"
"2024 / 07","Brooklyn","04","4720.3","366.7","358.0","44.3","52.9",,,"0.6","3"
"2024 / 07","Brooklyn","05","5495.6","265.1","481.2","24.6",,,,,"3"
"2024 / 07","Brooklyn","06","2193.8","451.4","343.1","82.6",,,,,"3"
"2024 / 07","Brooklyn","07","3700.5","400.4","361.5","49.9",,,,,"3"
"2024 / 07","Brooklyn","08","6001.9","316.2","273.7","49.9",,,,"27.2","3"
"2024 / 07","Brooklyn","09","3107.5","253.9","239.0","32.8",,,,,"3"
"2024 / 07","Brooklyn","10","4026.4","432.7","427.9","34.8",,,,,"3"
"2024 / 07","Brooklyn","11","8642.1","567.4","513.8","19.1","87.4",,,"22.4","3"
"2024 / 07","Brooklyn","12","5442.0","513.3","281.1","24.9","38.2",,,,"3"
"2024 / 07","Brooklyn","13","2917.4","256.9","219.9","10.1",,,,,"3"
"2024 / 07","Brooklyn","14","4896.6","435.3","394.4","51.9","51.2",,,,"3"
"2024 / 07","Brooklyn","15","4583.6","474.9","482.4","38.1",,,,,"3"
"2024 / 07","Brooklyn","16","3125.1","110.0","155.9","12.8",,,,,"3"
"2024 / 07","Brooklyn","17","5066.8","323.5","461.1","69.6","25.4",,,,"3"
"2024 / 07","Brooklyn","18","6070.4","521.8","641.3","87.8",,,,,"3"
"2024 / 07","Manhattan","01","1472.0","295.3","194.2",,,,,,"1"
"2024 / 07","Manhattan","02","2112.3","378.1","245.0",,,,,"10.2","1"
"2024 / 07","Manhattan","03","6176.6","371.8","322.0",,"33.6",,,"27.1","1"
"2024 / 07","Manhattan","04","3455.2","606.7","307.3",,"26.6",,,"13.2","1"
"2024 / 07","Manhattan","05","1776.5","263.4","156.6",,,,,,"1"
"2024 / 07","Manhattan","06","3323.5","677.0","315.1","11.3",,,,,"1"
"2024 / 07","Manhattan","07","4498.5","834.1","609.1","58.3","47.0",,,,"1"
"2024 / 07","Manhattan","08","5022.6","887.6","602.8",,,,,"9.7","1"
"2024 / 07","Manhattan","09","2325.7","214.8","208.4",,"26.9",,,"3.9","1"
"2024 / 07","Manhattan","10","6081.0","258.1","257.2",,,,,,"1"
"2024 / 07","Manhattan","11","2624.5","235.1","182.1",,"45.6",,,"14.1","1"
"2024 / 07","Manhattan","12","5015.9","401.5","470.9",,,,,,"1"
"2024 / 07","Queens","01","4349.2","654.7","625.8","94.3","77.5",,,"21.1","4"
"2024 / 07","Queens","02","4144.0","568.4","435.1","32.7",,,,,"4"
"2024 / 07","Queens","03","5367.2","365.9","522.0","35.0",,,,,"4"
"2024 / 07","Queens","04","4609.2","332.8","519.6","28.1",,,,,"4"
"2024 / 07","Queens","05","5156.4","623.1","662.5","78.6","109.5",,,,"4"
"2024 / 07","Queens","06","2963.4","364.9","363.7","52.7",,,,,"4"
"2024 / 07","Queens","07","9553.7","977.1","800.1","70.6","89.9",,,,"4"
"2024 / 07","Queens","08","4039.0","437.7","391.0","73.1",,,,,"4"
"2024 / 07","Queens","09","4561.5","463.3","532.9","86.0",,,,,"4"
"2024 / 07","Queens","10","4281.0","366.8","581.7","35.6","40.0",,,,"4"
"2024 / 07","Queens","11","3213.3","418.9","441.5","71.2",,,,,"4"
"2024 / 07","Queens","12","7971.8","513.2","965.9","249.5",,,,,"4"
"2024 / 07","Queens","13","6229.0","500.8","906.0","94.2","36.7",,,,"4"
"2024 / 07","Queens","14","4138.6","290.9","268.1","60.7",,,,,"4"
"2024 / 07","Staten Island","01","6347.5","659.3","684.6",,,,,,"5"
"2024 / 07","Staten Island","02","5642.3","492.1","523.6",,,,,"11.5","5"
"2024 / 07","Staten Island","03","6482.9","709.5","655.8",,"34.3",,,,"5"
"2024 / 08","Bronx","01","3266.9","245.4","135.1",,"11.6",,,,"2"
"2024 / 08","Bronx","02","8331.7","256.4","227.1",,,,,,"2"
"2024 / 08","Bronx","03","2272.9","137.7","140.9",,"17.9",,,,"2"
"2024 / 08","Bronx","04","4212.5","240.2","317.3",,,,,"1.2","2"
"2024 / 08","Bronx","05","3579.3","205.1","320.8",,,,,,"2"
"2024 / 08","Bronx","06","3252.9","185.7","167.3",,"9.8",,,"0.7","2"
"2024 / 08","Bronx","07","3921.1","295.8","429.1",,"16.4",,,,"2"
"2024 / 08","Bronx","08","2437.2","283.6","336.6","45.2",,,,,"2"
"2024 / 08","Bronx","09","4111.8","226.4","393.7",,,,,,"2"
"2024 / 08","Bronx","10","2890.2","285.2","349.2",,,,,,"2"
"2024 / 08","Bronx","11","3461.1","282.3","330.6",,"17.6",,,,"2"
"2024 / 08","Bronx","12","4455.6","295.0","600.2",,,,,,"2"
"2024 / 08","Brooklyn","01","4880.7","664.8","428.3","38.3","10.8",,,,"3"
"2024 / 08","Brooklyn","02","2819.2","499.8","370.2","72.6",,,,,"3"
"2024 / 08","Brooklyn","03","4212.1","378.1","313.6","66.0",,,,"17.5","3"
"2024 / 08","Brooklyn","04","4572.5","374.5","372.9","47.6","26.1",,,,"3"
"2024 / 08","Brooklyn","05","5254.4","219.8","453.1","23.8",,,,,"3"
"2024 / 08","Brooklyn","06","2154.2","480.9","338.8","75.9",,,,,"3"
"2024 / 08","Brooklyn","07","3493.5","374.0","349.1","42.0",,,,,"3"
"2024 / 08","Brooklyn","08","5971.0","291.4","248.9","45.2",,,,"30.5","3"
"2024 / 08","Brooklyn","09","3021.5","258.2","251.7","35.7",,,,,"3"
"2024 / 08","Brooklyn","10","3895.4","388.4","410.2","36.5",,,,,"3"
"2024 / 08","Brooklyn","11","8561.0","513.7","517.0","22.8","43.1",,,,"3"
"2024 / 08","Brooklyn","12","5379.5","538.1","299.1","26.5","16.6",,,,"3"
"2024 / 08","Brooklyn","13","2806.4","239.2","222.9","13.4",,,,,"3"
"2024 / 08","Brooklyn","14","4763.4","375.3","391.6","54.1","23.7",,,,"3"
"2024 / 08","Brooklyn","15","4461.9","417.1","453.7","35.6",,,,,"3"
"2024 / 08","Brooklyn","16","3076.9","113.4","169.2","17.4",,,,,"3"
"2024 / 08","Brooklyn","17","4881.5","283.6","449.1","61.2","10.3",,,,"3"
"2024 / 08","Brooklyn","18","5853.4","466.1","647.0","96.1",,,,,"3"
"2024 / 08","Manhattan","01","1516.9","346.6","230.4",,,,,,"1"
"2024 / 08","Manhattan","02","2104.0","353.0","230.5",,,,,"16.4","1"
"2024 / 08","Manhattan","03","6062.1","418.3","358.9",,"17.0",,,,"1"
"2024 / 08","Manhattan","04","3412.4","679.1","360.3",,"20.8",,,"20.3","1"
"2024 / 08","Manhattan","05","1720.0","260.1","147.1",,,,,,"1"
"2024 / 08","Manhattan","06","3290.7","772.3","382.9","9.5",,,,,"1"
"2024 / 08","Manhattan","07","4463.1","929.8","644.1","54.4","21.9",,,,"1"
"2024 / 08","Manhattan","08","4988.9","941.4","643.2",,,,,"20.2","1"
"2024 / 08","Manhattan","09","2394.2","280.9","253.3",,"16.1",,,"10.1","1"
"2024 / 08","Manhattan","10","6317.2","267.1","265.0",,,,,,"1"
"2024 / 08","Manhattan","11","2579.4","211.1","164.9",,"19.4",,,"17.9","1"
"2024 / 08","Manhattan","12","4973.2","423.2","466.9",,,,,,"1"
"2024 / 08","Queens","01","4173.9","602.2","575.1","87.2","38.7",,,"19.8","4"
"2024 / 08","Queens","02","4048.7","528.3","408.1","35.7",,,,,"4"
"2024 / 08","Queens","03","5106.3","371.5","527.3","41.9",,,,,"4"
"2024 / 08","Queens","04","4488.6","331.5","538.1","30.8",,,,,"4"
"2024 / 08","Queens","05","4959.5","598.1","658.7","69.0","56.0",,,,"4"
"2024 / 08","Queens","06","2870.5","371.5","362.2","63.5",,,,,"4"
"2024 / 08","Queens","07","9370.3","961.6","777.8","65.6","47.9",,,,"4"
"2024 / 08","Queens","08","3930.7","430.7","384.8","75.0",,,,,"4"
"2024 / 08","Queens","09","4351.6","426.7","513.0","89.9",,,,,"4"
"2024 / 08","Queens","10","4071.5","346.5","535.8","31.6","21.2",,,,"4"
"2024 / 08","Queens","11","3102.1","393.6","406.8","73.0",,,,,"4"
"2024 / 08","Queens","12","7717.2","504.5","970.4","291.4",,,,,"4"
"2024 / 08","Queens","13","5938.9","476.4","866.3","71.0","16.5",,,,"4"
"2024 / 08","Queens","14","3922.9","307.7","273.0","70.8",,,,,"4"
"2024 / 08","Staten Island","01","6056.6","590.3","652.6",,"0.1",,,"5.4","5"
"2024 / 08","Staten Island","02","5266.1","439.2","491.5",,,,,"7.3","5"
"2024 / 08","Staten Island","03","6000.8","618.4","645.6",,"17.1",,,,"5"
"2024 / 09","Bronx","01","3293.4","252.8","131.5",,"77.1",,,,"2"
"2024 / 09","Bronx","02","7452.1","186.2","192.7",,,,,,"2"
"2024 / 09","Bronx","03","2164.5","137.9","132.1",,"93.8",,,,"2"
"2024 / 09","Bronx","04","3881.1","248.0","305.1",,"75.1",,,"0.6","2"
"2024 / 09","Bronx","05","3332.9","207.6","300.0",,"68.0",,,,"2"
"2024 / 09","Bronx","06","3156.8","195.1","165.8",,"43.1",,,"0.2","2"
"2024 / 09","Bronx","07","3657.4","262.5","391.7",,"39.1",,,,"2"
"2024 / 09","Bronx","08","2300.6","265.3","318.6","33.9",,,,,"2"
"2024 / 09","Bronx","09","3779.6","191.6","335.3",,,,,,"2"
"2024 / 09","Bronx","10","2577.3","260.5","301.5",,"59.9",,,,"2"
"2024 / 09","Bronx","11","3161.0","262.6","296.3",,"79.1",,,,"2"
"2024 / 09","Bronx","12","4028.3","258.4","528.6",,,,,,"2"
"2024 / 09","Brooklyn","01","5617.1","707.1","379.5","33.0","42.0",,,,"3"
"2024 / 09","Brooklyn","02","2687.0","528.8","356.2","69.8","47.8",,,,"3"
"2024 / 09","Brooklyn","03","4264.3","428.6","300.2","69.8","63.2",,,"16.5","3"
"2024 / 09","Brooklyn","04","4413.4","359.1","326.9","40.5","70.6",,,"0.3","3"
"2024 / 09","Brooklyn","05","4668.1","181.1","404.8","21.1",,,,,"3"
"2024 / 09","Brooklyn","06","2136.7","490.2","337.4","77.7","71.2",,,,"3"
"2024 / 09","Brooklyn","07","3267.5","399.4","335.4","43.6","80.9",,,,"3"
"2024 / 09","Brooklyn","08","5696.3","309.6","253.6","36.8","55.2",,,"25.6","3"
"2024 / 09","Brooklyn","09","2917.8","221.4","220.9","31.6",,,,,"3"
"2024 / 09","Brooklyn","10","3722.0","356.2","398.3","32.5","120.3",,,,"3"
"2024 / 09","Brooklyn","11","7842.9","421.2","477.2","19.6",,,,,"3"
"2024 / 09","Brooklyn","12","6763.4","691.0","308.7","26.4",,,,,"3"
"2024 / 09","Brooklyn","13","2699.3","249.3","208.6","10.9","102.2",,,,"3"
"2024 / 09","Brooklyn","14","4780.8","381.3","377.4","45.4",,,,,"3"
"2024 / 09","Brooklyn","15","4693.2","444.7","460.2","29.5","127.3",,,,"3"
"2024 / 09","Brooklyn","16","2898.8","97.8","136.9","12.1",,,,,"3"
"2024 / 09","Brooklyn","17","4490.4","236.9","402.5","48.4","37.1",,,,"3"
"2024 / 09","Brooklyn","18","5303.3","387.8","563.6","75.8",,,,,"3"
"2024 / 09","Manhattan","01","1499.6","355.2","213.5",,,,,,"1"
"2024 / 09","Manhattan","02","2139.9","410.4","251.8",,"31.1",,,"12.0","1"
"2024 / 09","Manhattan","03","5958.8","448.3","314.1",,"53.2",,,,"1"
"2024 / 09","Manhattan","04","3263.9","609.1","294.4",,,,,"16.1","1"
"2024 / 09","Manhattan","05","1698.6","253.8","144.2",,,,,,"1"
"2024 / 09","Manhattan","06","3120.9","689.6","313.4","8.5",,,,,"1"
"2024 / 09","Manhattan","07","4499.7","930.0","616.4","54.7","44.1",,,,"1"
"2024 / 09","Manhattan","08","5189.0","959.7","621.3",,,,,"14.8","1"
"2024 / 09","Manhattan","09","2240.4","255.6","203.4",,"86.0",,,"3.8","1"
"2024 / 09","Manhattan","10","5920.9","247.1","224.2",,,,,,"1"
"2024 / 09","Manhattan","11","2419.0","215.1","157.2",,"66.1",,,"17.5","1"
"2024 / 09","Manhattan","12","4655.9","379.2","408.9",,"52.1",,,,"1"
"2024 / 09","Queens","01","3938.0","610.9","563.0","56.9","191.3",,,"18.4","4"
"2024 / 09","Queens","02","3859.0","526.3","391.9","29.1","196.7",,,,"4"
"2024 / 09","Queens","03","4784.3","320.5","476.8","33.7",,,,,"4"
"2024 / 09","Queens","04","4128.0","295.3","455.4","25.3",,,,,"4"
"2024 / 09","Queens","05","4628.4","547.3","601.9","62.0","113.8",,,,"4"
"2024 / 09","Queens","06","2644.3","333.7","338.6","55.4",,,,,"4"
"2024 / 09","Queens","07","8793.7","899.7","707.6","74.1","141.5",,,,"4"
"2024 / 09","Queens","08","3632.0","386.3","350.8","53.8",,,,,"4"
"2024 / 09","Queens","09","4007.8","413.4","473.1","71.7","112.2",,,,"4"
"2024 / 09","Queens","10","3674.2","314.0","493.0","29.2","73.0",,,,"4"
"2024 / 09","Queens","11","2895.2","382.1","389.7","61.7","79.7",,,"0.3","4"
"2024 / 09","Queens","12","6880.3","436.4","835.0","207.0","95.0",,,,"4"
"2024 / 09","Queens","13","5269.5","407.0","746.3","56.4","54.6",,,,"4"
"2024 / 09","Queens","14","3522.0","254.7","223.4","54.7",,,,,"4"
"2024 / 09","Staten Island","01","5649.3","500.7","591.9",,,,,"1.3","5"
"2024 / 09","Staten Island","02","5104.4","369.4","457.3",,"21.9",,,"3.8","5"
"2024 / 09","Staten Island","03","5609.3","493.7","568.3",,"33.8",,,,"5"
"2024 / 10","Bronx","01","3398.3","228.9","134.0","4.5","92.4",,,,"2"
"2024 / 10","Bronx","02","8163.6","216.1","235.9","1.3",,,,"41.9","2"
"2024 / 10","Bronx","03","2251.0","155.4","160.8","7.5","117.8",,,,"2"
"2024 / 10","Bronx","04","4096.1","238.0","304.1","3.7","76.1",,,"0.5","2"
"2024 / 10","Bronx","05","3515.6","208.7","310.3","7.4","86.3",,,,"2"
"2024 / 10","Bronx","06","3279.1","196.9","200.9","6.6","49.5",,,"0.4","2"
"2024 / 10","Bronx","07","3865.4","285.1","425.5","5.9","46.1",,,,"2"
"2024 / 10","Bronx","08","2441.5","284.8","347.0","60.9",,,,,"2"
"2024 / 10","Bronx","09","3976.1","205.0","352.1","28.0",,,,,"2"
"2024 / 10","Bronx","10","2714.5","267.7","319.1","54.8","64.2",,,,"2"
"2024 / 10","Bronx","11","3284.8","258.1","309.1","41.1","98.5",,,,"2"
"2024 / 10","Bronx","12","4069.2","287.9","538.9","86.9",,,,,"2"
"2024 / 10","Brooklyn","01","6065.2","704.5","443.0","51.0","52.1",,,,"3"
"2024 / 10","Brooklyn","02","2917.0","543.9","379.7","87.9","60.2",,,,"3"
"2024 / 10","Brooklyn","03","4427.4","445.8","332.8","104.3","76.4",,,"18.2","3"
"2024 / 10","Brooklyn","04","4545.5","346.7","344.3","54.4","93.8",,,"1.1","3"
"2024 / 10","Brooklyn","05","5015.0","230.5","428.5","32.0",,,,,"3"
"2024 / 10","Brooklyn","06","2249.5","514.3","361.8","89.9","88.5",,,,"3"
"2024 / 10","Brooklyn","07","3485.3","396.0","358.9","52.5","106.8",,,,"3"
"2024 / 10","Brooklyn","08","6139.1","336.4","266.8","57.4","66.7",,,"33.8","3"
"2024 / 10","Brooklyn","09","3079.5","260.7","259.3","42.7",,,,,"3"
"2024 / 10","Brooklyn","10","3822.2","441.5","423.0","47.7","139.9",,,,"3"
"2024 / 10","Brooklyn","11","8326.0","516.5","504.0","38.0",,,,,"3"
"2024 / 10","Brooklyn","12","7343.3","635.3","346.0","42.1",,,,,"3"
"2024 / 10","Brooklyn","13","2749.9","276.1","224.7","18.0","111.3",,,,"3"
"2024 / 10","Brooklyn","14","4999.3","418.1","398.7","76.1",,,,,"3"
"2024 / 10","Brooklyn","15","5013.7","517.2","501.2","64.8","143.5",,,,"3"
"2024 / 10","Brooklyn","16","3051.8","121.8","142.0","22.6",,,,,"3"
"2024 / 10","Brooklyn","17","4592.2","303.4","418.7","80.7","48.3",,,,"3"
"2024 / 10","Brooklyn","18","5507.2","486.0","585.7","126.5",,,,,"3"
"2024 / 10","Manhattan","01","1641.0","356.6","225.1","3.0",,,,,"1"
"2024 / 10","Manhattan","02","2291.7","442.8","291.7","6.4","34.8",,,"10.5","1"
"2024 / 10","Manhattan","03","6002.7","478.5","331.5","11.3","52.9",,,,"1"
"2024 / 10","Manhattan","04","3379.9","654.6","321.9","13.2",,,,"14.6","1"
"2024 / 10","Manhattan","05","1756.5","308.5","175.7","2.5",,,,,"1"
"2024 / 10","Manhattan","06","3353.3","730.9","372.0","14.7",,,,,"1"
"2024 / 10","Manhattan","07","4746.0","956.4","665.5","77.2","51.9",,,,"1"
"2024 / 10","Manhattan","08","5702.2","1064.2","710.4","10.5",,,,"15.0","1"
"2024 / 10","Manhattan","09","2356.0","236.4","211.9","7.8","99.2",,,"3.3","1"
"2024 / 10","Manhattan","10","6360.3","278.0","269.0","7.3",,,,,"1"
"2024 / 10","Manhattan","11","2513.8","248.1","184.6","9.1","79.3",,,"9.5","1"
"2024 / 10","Manhattan","12","4927.2","432.1","475.2","13.1","55.8",,,,"1"
"2024 / 10","Queens","01","4188.2","626.2","595.2","91.4","231.7",,,"25.0","4"
"2024 / 10","Queens","02","4063.8","565.4","416.0","43.3","224.6",,,,"4"
"2024 / 10","Queens","03","5026.6","332.7","509.6","45.1",,,,,"4"
"2024 / 10","Queens","04","4360.0","318.0","507.1","34.2",,,,,"4"
"2024 / 10","Queens","05","4943.1","580.7","649.8","103.8","126.4",,,,"4"
"2024 / 10","Queens","06","2816.8","355.7","361.2","89.9",,,,,"4"
"2024 / 10","Queens","07","9052.1","913.5","746.4","109.6","152.4",,,,"4"
"2024 / 10","Queens","08","3927.3","390.7","370.0","93.5",,,,,"4"
"2024 / 10","Queens","09","4195.0","416.2","504.6","119.1","130.2",,,,"4"
"2024 / 10","Queens","10","3861.4","318.9","499.9","42.7","95.7",,,,"4"
"2024 / 10","Queens","11","3053.3","400.4","411.0","115.1","105.7",,,,"4"
"2024 / 10","Queens","12","6912.7","450.1","869.8","288.1","117.7",,,,"4"
"2024 / 10","Queens","13","5397.1","421.4","788.1","90.3","75.0",,,,"4"
"2024 / 10","Queens","14","3599.4","252.3","231.9","61.3",,,,,"4"
"2024 / 10","Staten Island","01","5420.8","609.1","621.9","216.6",,,,,"5"
"2024 / 10","Staten Island","02","5054.6","470.3","511.9","171.2","30.3",,,"9.5","5"
"2024 / 10","Staten Island","03","5558.0","661.6","622.7","229.8","40.2",,,,"5"
"2024 / 11","Bronx","01","3250.1","225.9","127.1","27.7","83.2",,,,"2"
"2024 / 11","Bronx","02","7838.0","190.3","174.7","4.8",,,,"7.8","2"
"2024 / 11","Bronx","03","2141.1","133.0","127.7","11.7","88.4",,,,"2"
"2024 / 11","Bronx","04","4032.9","241.1","301.2","10.9","55.1",,,"0.2","2"
"2024 / 11","Bronx","05","3429.1","217.9","313.3","11.5","67.8",,,,"2"
"2024 / 11","Bronx","06","3142.4","180.5","164.9","5.1","39.5",,,"0.2","2"
"2024 / 11","Bronx","07","3769.7","266.9","393.8","10.6","43.8",,,,"2"
"2024 / 11","Bronx","08","2384.6","268.7","311.8","93.8",,,,,"2"
"2024 / 11","Bronx","09","3827.8","196.9","329.9","83.7",,,,,"2"
"2024 / 11","Bronx","10","2569.5","276.4","314.3","106.6","49.4",,,,"2"
"2024 / 11","Bronx","11","3088.3","253.6","291.9","129.2","78.0",,,,"2"
"2024 / 11","Bronx","12","3779.0","274.0","505.4","211.5",,,,,"2"
"2024 / 11","Brooklyn","01","5854.0","655.6","377.9","67.1","37.1",,,,"3"
"2024 / 11","Brooklyn","02","2847.4","522.4","374.6","136.1","46.0",,,,"3"
"2024 / 11","Brooklyn","03","4354.2","385.1","294.0","195.1","59.7",,,"17.5","3"
"2024 / 11","Brooklyn","04","4383.0","323.2","328.4","47.3","70.0",,,"4.5","3"
"2024 / 11","Brooklyn","05","4617.5","220.4","381.8","68.1",,,,,"3"
"2024 / 11","Brooklyn","06","2197.9","498.9","354.3","138.8","72.7",,,,"3"
"2024 / 11","Brooklyn","07","3347.6","378.9","331.4","80.0","83.9",,,,"3"
"2024 / 11","Brooklyn","08","5727.3","288.7","248.4","64.0","50.6",,,"28.5","3"
"2024 / 11","Brooklyn","09","3013.0","268.2","244.3","76.6",,,,,"3"
"2024 / 11","Brooklyn","10","3746.6","415.6","391.7","75.9","115.6",,,,"3"
"2024 / 11","Brooklyn","11","7878.9","487.7","486.7","76.1",,,,,"3"
"2024 / 11","Brooklyn","12","6982.3","646.4","296.6","78.5",,,,,"3"
"2024 / 11","Brooklyn","13","2635.1","262.9","211.9","42.6","101.5",,,,"3"
"2024 / 11","Brooklyn","14","4802.8","423.4","393.1","131.9",,,,,"3"
"2024 / 11","Brooklyn","15","4712.5","490.2","463.4","129.6","124.4",,,,"3"
"2024 / 11","Brooklyn","16","2969.1","117.0","142.3","60.7",,,,,"3"
"2024 / 11","Brooklyn","17","4342.5","289.9","388.3","151.3","40.2",,,,"3"
"2024 / 11","Brooklyn","18","5253.2","481.6","565.5","245.2",,,,,"3"
"2024 / 11","Manhattan","01","1557.7","351.0","227.1","7.8",,,,,"1"
"2024 / 11","Manhattan","02","2182.9","389.4","251.8","11.5","22.7",,,"14.9","1"
"2024 / 11","Manhattan","03","5783.4","418.0","309.1","38.2","43.2",,,,"1"
